,I_weight,H_weight,O_weight
8295,0.48999985005984115,,
8296,0.5199997750897618,,
8297,0.8199997750897617,,
8298,0.6399996251496028,,
8299,2.249999625149603,,
8300,3.409999625149603,,
8301,0.13999955017952348,,
8302,3.9199994002393646,,
8303,2.019999325269285,,
8304,1.4499991753291264,,
8305,2.1799990253889674,,
8306,1.6899988754488087,,
8307,3.77999865053857,,
8308,-1.5743716679314575e-06,,
8309,1.1999981257480143,,
8310,3.7799978258676963,,
8311,2.079997525987379,,
8312,3.1299972261070614,,
8313,2.6399969262267438,,
8314,1.779996626346426,,
8315,2.3099963264661083,,
8316,2.77999602658579,,
8317,2.0899957267054727,,
8318,3.9399955017952344,,
8319,1.4099952768849962,,
8320,2.1499949770046785,,
8321,0.8399947520944402,,
8322,0.399994527184202,,
8323,3.279994377244043,,
8324,0.9499942273038842,,
8325,0.7499940773637254,,
8326,1.1999939274235665,,
8327,3.329993777483408,,
8328,3.829993777483408,,
8329,2.4099937025133285,,
8330,0.8599935525731695,,
8331,1.4399935525731693,,
8332,0.5099935525731695,,
8333,2.4899935525731696,,
8334,0.2999936275432488,,
8335,1.0199936275432488,,
8336,1.5299937774834078,,
8337,3.6099937774834077,,
8338,1.5999938524534871,,
8339,0.32999392742356654,,
8340,1.019994002393646,,
8341,1.699994002393646,,
8342,2.7799939274235665,,
8343,2.139993777483408,,
8344,0.27999362754324886,,
8345,2.9299935525731695,,
8346,3.9799934026330104,,
8347,2.7899931777227724,,
8348,0.7699931777227723,,
8349,1.4899931777227722,,
8350,2.6299931777227723,,
8351,3.279993177722772,,
8352,2.419993252692852,,
8353,1.6799934026330106,,
8354,0.6099935525731695,,
8355,3.9699935525731695,,
8356,1.7299935525731693,,
8357,0.09999347760309,,
8358,2.4099934026330105,,
8359,0.3099932526928517,,
8360,0.4999931777227723,,
8361,0.43999302778261346,,
8362,2.189992952812534,,
8363,0.259992952812534,,
8364,2.559992952812534,,
8365,1.449992952812534,,
8366,1.3299930277826135,,
8367,1.089993102752693,,
8368,3.479993252692852,,
8369,0.8999933276629312,,
8370,0.03999347760309,,
8371,1.5099935525731694,,
8372,3.8799935525731692,,
8373,1.5099935525731694,,
8374,0.4199936275432488,,
8375,3.699993627543249,,
8376,0.6999937025133282,,
8377,2.909993627543249,,
8378,1.2299936275432488,,
8379,3.2899937025133283,,
8380,1.959993852453487,,
8381,2.119993852453487,,
8382,2.7999938524534866,,
8383,3.4599937025133283,,
8384,2.209993627543249,,
8385,2.429993627543249,,
8386,3.589993702513328,,
8387,0.6799938524534872,,
8388,3.7899939274235668,,
8389,1.559994002393646,,
8390,1.3799941523338048,,
8391,2.969994302273964,,
8392,3.8699943772440433,,
8393,2.1299945271842016,,
8394,2.379994677124361,,
8395,3.39999475209444,,
8396,1.9099948270645195,,
8397,0.5099949020345991,,
8398,0.0399949770046785,,
8399,2.0499949770046784,,
8400,0.6199975259873789,,
8401,0.5099976009574584,,
8402,1.519997675927538,,
8403,2.939997900837776,,
8404,0.20999805077793493,,
8405,2.8999983506582527,,
8406,3.89999865053857,,
8407,2.829998950418888,,
8408,0.9999991753291263,,
8409,2.429999400239365,,
8410,2.8299995501795236,,
8411,0.7299997001196823,,
8412,3.9399997750897615,,
8413,3.1899998500598414,,
8414,2.0099999250299203,,
8415,1.0999999250299208,,
8416,1.7099999250299207,,
8417,3.7699998500598415,,
8418,3.5299998500598413,,
8419,3.2599998500598413,,
8420,1.219999850059841,,
8421,3.4299998500598416,,
8422,3.7899998500598415,,
8423,1.6299997750897617,,
8424,1.2499997750897618,,
8425,0.3599997750897617,,
8426,0.31999985005984116,,
8427,2.9199999250299205,,
8428,3.7799999250299203,,
8429,0.6599999250299206,,
8430,0.22999985005984117,,
8431,2.9699997750897618,,
8432,2.2199997750897618,,
8433,1.9699997750897618,,
8434,3.4999997750897616,,
8435,3.8499997750897617,,
8436,1.6999997750897617,,
8437,2.0299998500598413,,
8438,2.9199998500598414,,
8439,1.9199999250299207,,
8440,2.0599999250299206,,
8441,3.9899999250299207,,
8442,3.5499999250299203,,
8443,2.7899997750897616,,
8444,1.619999775089762,,
8445,2.4699997001196823,,
8446,3.6399995501795237,,
8447,2.9799994002393646,,
8448,2.859999325269285,,
8449,2.809999325269285,,
8450,2.9999991753291266,,
8451,0.9799991003590468,,
8452,2.9599988754488087,,
8453,3.79999865053857,,
8454,3.289998350658253,,
8455,3.519998050777935,,
8456,2.1099978258676964,,
8457,2.439997525987379,,
8458,2.4299972261070617,,
8459,3.8599969262267435,,
8460,2.699996551376347,,
8461,3.529996176525949,,
8462,2.089995801675552,,
8463,0.8999954268251551,,
8464,0.2999951269448373,,
8465,3.3599948270645195,,
8466,2.0499945271842015,,
8467,3.8099942273038843,,
8468,1.6899940773637252,,
8469,1.519993852453487,,
8470,1.489993852453487,,
8471,0.4499937025133283,,
8472,3.659993627543249,,
8473,0.9999936275432488,,
8474,2.1599935525731695,,
8475,3.0699934776030897,,
8476,0.46999347760308996,,
8477,1.1999934026330106,,
8478,1.1699934026330105,,
8479,0.8499933276629311,,
8480,2.949993252692852,,
8481,2.2799933276629307,,
8482,0.8699934026330105,,
8483,1.2199934026330106,,
8484,3.7299935525731693,,
8485,2.5699936275432487,,
8486,3.2999937774834076,,
8487,0.13999385245348714,,
8488,1.8499939274235666,,
8489,2.4699940773637254,,
8490,1.949994152333805,,
8491,1.4199941523338049,,
8492,2.459994077363725,,
8493,1.3099939274235666,,
8494,1.4199937774834077,,
8495,0.01999362754324885,,
8496,3.55999347760309,,
8497,0.7399932526928517,,
8498,1.4199931777227721,,
8499,0.40999310275269285,,
8500,1.9699930277826134,,
8501,0.3399931027526929,,
8502,2.0599931027526925,,
8503,0.6099931777227723,,
8504,0.4999933276629312,,
8505,1.949993327662931,,
8506,0.6199934026330105,,
8507,2.6299934026330103,,
8508,0.8999933276629312,,
8509,1.579993252692852,,
8510,1.1999931027526929,,
8511,1.7099930277826134,,
8512,0.729992952812534,,
8513,3.2499928778424545,,
8514,0.4299928778424546,,
8515,1.7499928778424547,,
8516,3.3599930277826133,,
8517,0.6499931777227723,,
8518,1.4099932526928518,,
8519,1.7399934026330106,,
8520,1.4399934026330106,,
8521,3.47999347760309,,
8522,0.78999347760309,,
8523,0.75999347760309,,
8524,0.15999347760309002,,
8525,1.5799935525731694,,
8526,2.9799935525731693,,
8527,3.599993627543249,,
8528,0.6399936275432488,,
8529,0.7999937774834077,,
8530,1.9199937774834077,,
8531,2.659993852453487,,
8532,1.0599937774834078,,
8533,1.6799936275432488,,
8534,2.1999935525731695,,
8535,3.1999935525731695,,
8536,2.859993702513328,,
8537,1.2999937774834078,,
8538,3.059993927423567,,
8539,3.529994002393646,,
8540,2.0099941523338045,,
8541,3.6899943022739636,,
8542,3.3699944522141227,,
8543,1.5599945271842022,,
8544,0.43999467712436086,,
8545,0.42999467712436085,,
8546,0.07999475209444024,,
8547,0.6199947520944402,,
8548,1.9999947520944403,,
8549,3.06999475209444,,
8550,0.9499968512566641,,
8551,2.7099969262267436,,
8552,1.3699970761669025,,
8553,3.909997301077141,,
8554,2.9499976009574587,,
8555,1.7399979758078554,,
8556,1.1599982756881733,,
8557,1.9399986505385705,,
8558,3.039998950418888,,
8559,0.9899991753291263,,
8560,0.6099994002393646,,
8561,2.039999625149603,,
8562,0.9999997001196823,,
8563,3.0699997750897614,,
8564,3.4599999250299205,,
8565,3.9799999250299205,,
8566,0.9899999250299205,,
8567,3.2799998500598413,,
8568,0.7899998500598412,,
8569,2.8299998500598416,,
8570,3.2399998500598417,,
8571,2.7999998500598413,,
8572,2.0099998500598413,,
8573,0.7199997750897618,,
8574,3.9699997750897618,,
8575,2.3599997750897614,,
8576,2.5399997750897616,,
8577,0.9199998500598412,,
8578,0.5299998500598412,,
8579,0.14999985005984115,,
8580,3.9599997750897615,,
8581,3.7199997750897618,,
8582,1.7099997750897618,,
8583,2.4699997001196823,,
8584,0.3599997750897617,,
8585,0.19999977508976172,,
8586,1.6299997750897617,,
8587,1.229999850059841,,
8588,2.5299998500598413,,
8589,0.9299999250299206,,
8590,1.3399998500598411,,
8591,1.919999850059841,,
8592,2.0399998500598415,,
8593,2.579999625149603,,
8594,1.2199995501795236,,
8595,1.0799993252692852,,
8596,1.1199991753291265,,
8597,1.3999988754488086,,
8598,1.6699987255086497,,
8599,1.2799985755684908,,
8600,0.18999842562833205,,
8601,0.15999827568817324,,
8602,0.2099979758078555,,
8603,2.9799976009574585,,
8604,0.8499972261070612,,
8605,1.8899969262267433,,
8606,3.629996701316505,,
8607,0.39999640143618764,,
8608,0.7399961015558698,,
8609,3.7899958016755524,,
8610,1.4499953518550757,,
8611,1.2199950519747578,,
8612,0.38999467712436087,,
8613,0.049994377244043105,,
8614,2.209994002393646,,
8615,3.449993777483408,,
8616,1.3199935525731694,,
8617,2.9699934026330106,,
8618,1.4499932526928518,,
8619,3.1199931027526926,,
8620,2.1199931777227725,,
8621,1.489993102752693,,
8622,2.5999931777227725,,
8623,0.8399931777227723,,
8624,1.5399931777227722,,
8625,3.5499932526928517,,
8626,0.5199931777227723,,
8627,2.969993252692852,,
8628,0.4799932526928517,,
8629,2.349993252692852,,
8630,3.649993252692852,,
8631,2.619993327662931,,
8632,0.7599933276629312,,
8633,2.8199933276629308,,
8634,3.69999347760309,,
8635,0.2999935525731694,,
8636,2.1899937025133283,,
8637,1.369993777483408,,
8638,2.8999939274235667,,
8639,3.959994002393646,,
8640,0.8099940773637254,,
8641,2.8799941523338046,,
8642,0.17999415233380484,,
8643,0.769994002393646,,
8644,2.199993927423567,,
8645,1.0099937774834078,,
8646,3.509993552573169,,
8647,3.409993327662931,,
8648,3.629993252692852,,
8649,3.8999931027526924,,
8650,3.5799931027526926,,
8651,1.789993102752693,,
8652,2.8699931777227725,,
8653,3.6399931777227725,,
8654,0.2699933276629312,,
8655,1.679993327662931,,
8656,3.729993327662931,,
8657,2.019993327662931,,
8658,0.08999325269285172,,
8659,2.399993252692852,,
8660,2.7899931027526925,,
8661,0.5199930277826135,,
8662,0.17999295281253402,,
8663,2.2599928778424543,,
8664,3.1799928778424547,,
8665,2.7799928778424543,,
8666,2.9599930277826134,,
8667,1.5899931777227723,,
8668,2.739993252692852,,
8669,3.479993327662931,,
8670,3.889993327662931,,
8671,0.6599934026330105,,
8672,2.9999934026330104,,
8673,1.5399934776030901,,
8674,3.11999347760309,,
8675,1.5999935525731694,,
8676,1.0899935525731694,,
8677,0.7399936275432488,,
8678,0.6399936275432488,,
8679,0.8699937025133282,,
8680,2.789993777483408,,
8681,3.519993852453487,,
8682,3.159993852453487,,
8683,1.8199937774834078,,
8684,2.8299937025133284,,
8685,2.099993777483408,,
8686,1.209993852453487,,
8687,0.879994002393646,,
8688,2.8299940773637253,,
8689,2.2099943022739637,,
8690,0.6799943772440432,,
8691,0.17999460215428137,,
8692,0.9499946771243608,,
8693,0.15999475209444022,,
8694,0.5899947520944402,,
8695,3.52999475209444,,
8696,3.70999475209444,,
8697,1.0799947520944404,,
8698,3.1599947520944403,,
8699,2.569994677124361,,
8700,0.9999962514960288,,
8701,3.2899963264661083,,
8702,2.1399964764062673,,
8703,0.009996776286584711,,
8704,1.3899971511369817,,
8705,2.419997525987379,,
8706,1.4799979008377762,,
8707,0.32999835065825267,,
8708,2.8199987255086496,,
8709,2.199998950418888,,
8710,2.8899991753291268,,
8711,1.6299994002393645,,
8712,2.4499996251496032,,
8713,1.2999997001196824,,
8714,0.22999985005984117,,
8715,3.2599998500598413,,
8716,3.2999999250299203,,
8717,0.8799998500598412,,
8718,3.8599998500598414,,
8719,0.7099998500598411,,
8720,3.8899997750897617,,
8721,2.1499997750897615,,
8722,3.9199997750897615,,
8723,3.1099997750897614,,
8724,3.1199997750897617,,
8725,0.4299997750897617,,
8726,2.9799997750897615,,
8727,1.5299997001196823,,
8728,2.619999625149603,,
8729,3.479999625149603,,
8730,2.539999625149603,,
8731,2.1999996251496032,,
8732,3.269999625149603,,
8733,0.8799996251496028,,
8734,1.0799997001196824,,
8735,2.329999700119682,,
8736,3.2299997750897615,,
8737,3.0099998500598413,,
8738,0.6199998500598412,,
8739,0.9299998500598412,,
8740,2.9099997750897617,,
8741,1.4699997001196823,,
8742,3.609999625149603,,
8743,0.36999940023936456,,
8744,0.7299992502992058,,
8745,0.7399989504188881,,
8746,3.4499986505385705,,
8747,0.7599982007180939,,
8748,1.9599979008377761,,
8749,2.9199977508976174,,
8750,2.589997525987379,,
8751,0.07999722610706125,,
8752,0.6499968512566642,,
8753,0.7099964014361875,,
8754,1.5799959516157112,,
8755,2.4299956517353936,,
8756,0.27999550179523447,,
8757,0.28999527688499616,,
8758,0.9799950519747579,,
8759,3.6399947520944402,,
8760,3.8799944522141225,,
8761,0.39999407736372544,,
8762,2.1099937774834077,,
8763,2.9099935525731695,,
8764,3.229993327662931,,
8765,2.4099931777227726,,
8766,1.5099930277826135,,
8767,0.07999287784245461,,
8768,3.3099928778424546,,
8769,3.0499928778424543,,
8770,2.579992952812534,,
8771,0.16999302778261347,,
8772,0.9899930277826134,,
8773,0.3299931027526929,,
8774,0.5699931027526929,,
8775,2.5099932526928517,,
8776,0.04999325269285173,,
8777,3.869993252692852,,
8778,3.829993327662931,,
8779,0.4299933276629312,,
8780,2.9399934026330103,,
8781,1.3499934776030902,,
8782,2.82999347760309,,
8783,0.8099934026330106,,
8784,1.91999347760309,,
8785,2.2499935525731694,,
8786,1.7799935525731694,,
8787,0.6499936275432489,,
8788,1.3299937025133284,,
8789,0.6199937774834077,,
8790,0.21999392742356655,,
8791,2.7699940023936462,,
8792,2.509994077363725,,
8793,0.489994002393646,,
8794,3.299994002393646,,
8795,0.4099939274235665,,
8796,1.1899937774834077,,
8797,2.049993552573169,,
8798,3.34999347760309,,
8799,0.5699933276629311,,
8800,3.649993252692852,,
8801,0.09999325269285173,,
8802,1.709993327662931,,
8803,0.5899933276629311,,
8804,2.6199934026330105,,
8805,0.8999934026330105,,
8806,3.5199934026330104,,
8807,1.5399933276629312,,
8808,3.539993252692852,,
8809,3.2899931777227724,,
8810,0.44999302778261346,,
8811,0.679992952812534,,
8812,0.4399928778424546,,
8813,0.4099928778424546,,
8814,3.8199928778424543,,
8815,1.4299928778424547,,
8816,2.459992952812534,,
8817,0.46999310275269285,,
8818,3.6899931777227724,,
8819,3.679993252692852,,
8820,3.579993252692852,,
8821,2.419993327662931,,
8822,0.7099933276629311,,
8823,2.1199934026330105,,
8824,2.3999934026330103,,
8825,2.7199934026330106,,
8826,0.59999347760309,,
8827,2.6699935525731693,,
8828,1.2099935525731693,,
8829,3.2699937025133283,,
8830,1.3899937774834077,,
8831,0.41999385245348714,,
8832,3.659993927423567,,
8833,2.6499939274235667,,
8834,3.729994002393646,,
8835,3.2399940773637255,,
8836,2.849994152333805,,
8837,0.3099943022739637,,
8838,0.009994452214122526,,
8839,3.729994677124361,,
8840,0.5899948270645196,,
8841,2.6199949770046786,,
8842,1.2799949770046786,,
8843,1.5599950519747579,,
8844,2.8899949770046787,,
8845,3.139994902034599,,
8846,1.9099948270645195,,
8847,0.26999475209444024,,
8848,2.309994677124361,,
8849,3.839994677124361,,
8850,1.1099957267054728,,
8851,0.3599958766456316,,
8852,3.9799960265857903,,
8853,0.7299963264661082,,
8854,1.5399967762865847,,
8855,1.2799971511369819,,
8856,1.6999976009574582,,
8857,2.769998050777935,,
8858,1.6599985005984115,,
8859,3.169998800478729,,
8860,1.329999100359047,,
8861,3.209999325269285,,
8862,2.6199995501795237,,
8863,0.9799997001196823,,
8864,1.6699997750897617,,
8865,1.989999850059841,,
8866,2.1399998500598416,,
8867,2.1299998500598414,,
8868,3.2899998500598415,,
8869,1.539999850059841,,
8870,2.3199997750897614,,
8871,1.6899997750897617,,
8872,2.3099997750897616,,
8873,2.7699997750897616,,
8874,2.989999775089762,,
8875,2.8099997750897616,,
8876,0.9399996251496028,,
8877,0.009999475209444024,,
8878,3.9799994002393646,,
8879,0.0699994002393646,,
8880,2.229999475209444,,
8881,3.829999475209444,,
8882,3.6799994752094443,,
8883,0.23999955017952346,,
8884,1.3999996251496027,,
8885,3.399999700119682,,
8886,3.4699997001196823,,
8887,3.2799997750897614,,
8888,1.179999850059841,,
8889,0.5799997750897617,,
8890,3.4099997001196822,,
8891,3.889999625149603,,
8892,3.6499994002393645,,
8893,0.9699991003590468,,
8894,3.3099988754488088,,
8895,0.2199985005984115,,
8896,0.549998050777935,,
8897,3.8499976009574586,,
8898,2.8199972261070614,,
8899,1.5099969262267434,,
8900,0.10999662634642586,,
8901,3.859996326466108,,
8902,1.4899958766456316,,
8903,2.809995426825155,,
8904,2.6499949770046785,,
8905,0.29999467712436084,,
8906,3.3499945271842018,,
8907,3.479994377244043,,
8908,0.11999430227396367,,
8909,1.4599940773637252,,
8910,0.31999385245348716,,
8911,0.30999362754324883,,
8912,2.27999340263301,,
8913,3.249993252692852,,
8914,0.5999931777227723,,
8915,0.7299930277826134,,
8916,2.9699930277826136,,
8917,2.989992952812534,,
8918,2.789992952812534,,
8919,1.1999930277826134,,
8920,1.6499930277826134,,
8921,1.3499930277826135,,
8922,3.1299931027526924,,
8923,2.779993177722772,,
8924,1.149993177722772,,
8925,0.6199932526928517,,
8926,3.519993327662931,,
8927,0.12999325269285172,,
8928,2.999993327662931,,
8929,2.00999340263301,,
8930,0.03999355257316942,,
8931,3.329993627543249,,
8932,2.7199935525731695,,
8933,3.49999347760309,,
8934,2.2199934026330106,,
8935,3.3199934026330102,,
8936,3.6799934026330106,,
8937,2.00999340263301,,
8938,2.8399934776030897,,
8939,1.6899935525731693,,
8940,0.6299937025133282,,
8941,3.889993852453487,,
8942,2.0899939274235666,,
8943,3.9099940023936464,,
8944,0.499994002393646,,
8945,0.849994002393646,,
8946,2.4799939274235667,,
8947,0.8799937774834077,,
8948,0.7299937025133282,,
8949,2.9799935525731693,,
8950,2.2399935525731696,,
8951,3.36999347760309,,
8952,3.26999347760309,,
8953,1.8699935525731695,,
8954,1.2499935525731694,,
8955,2.569993552573169,,
8956,3.30999347760309,,
8957,0.6599933276629312,,
8958,3.2099931777227724,,
8959,2.5899931027526923,,
8960,0.779992952812534,,
8961,0.4299928778424546,,
8962,0.30999280287237513,,
8963,2.4099928028723756,,
8964,3.3899928778424546,,
8965,0.10999287784245461,,
8966,1.1299929528125339,,
8967,2.1699931027526924,,
8968,0.2599931777227723,,
8969,2.389993252692852,,
8970,3.0299933276629307,,
8971,1.2399933276629311,,
8972,2.209993327662931,,
8973,2.5499933276629307,,
8974,0.12999332766293115,,
8975,1.0799934026330107,,
8976,3.90999347760309,,
8977,2.259993552573169,,
8978,2.2499935525731694,,
8979,3.1599937025133285,,
8980,0.17999385245348712,,
8981,1.2599939274235665,,
8982,3.7699940023936462,,
8983,0.029994002393645976,,
8984,1.429994152333805,,
8985,1.129994227303884,,
8986,1.5899943772440432,,
8987,0.7799946021542814,,
8988,3.00999475209444,,
8989,2.8999949770046785,,
8990,3.8999951269448374,,
8991,2.809995276884996,,
8992,0.3899952768849962,,
8993,1.6299952019149166,,
8994,2.9699952019149167,,
8995,0.3999949770046785,,
8996,3.2299948270645196,,
8997,0.5999946771243608,,
8998,2.3499946021542812,,
8999,1.5299945271842021,,
9000,2.35,,
9001,3.41,,
9002,1.16,,
9003,0.61,,
9004,1.85,,
9005,3.54,,
9006,0.37,,
9007,2.87,,
9008,3.54,,
9009,3.23,,
9010,2.62,,
9011,3.08,,
9012,0.64,,
9013,3.85,,
9014,2.07,,
9015,2.91,,
9016,2.61,,
9017,3.72,,
9018,1.37,,
9019,3.14,,
9020,1.36,,
9021,1.44,,
9022,3.42,,
9023,1.72,,
9024,3.56,,
9025,3.1,,
9026,1.55,,
9027,0.84,,
9028,2.44,,
9029,0.3,,
9030,0.61,,
9031,2.51,,
9032,1.99,,
9033,3.22,,
9034,0.57,,
9035,3.48,,
9036,2.19,,
9037,3.88,,
9038,3.13,,
9039,0.35,,
9040,0.38,,
9041,1.25,,
9042,3.74,,
